#miRNA	read_count
mdo-let-7f-1-3p	0
oan-let-7f-1-3p	0
mml-let-7f-3p	0
tgu-let-7f-3p	0
aca-let-7f-2-3p	0
ssc-let-7f-3p	0
ssa-let-7f-3p	0
cpi-let-7f-3p	0
ami-let-7f-3p	0
cli-let-7f-3p	0
pbv-let-7f-2-3p	0
chi-let-7f-3p	0
oha-let-7f-2-3p	0
pal-let-7f-3p	0
cpo-let-7f-3p	0
dno-let-7f-3p	0
ocu-let-7f-3p	0
mmu-let-7g-3p	0
hsa-let-7g-3p	0
gga-let-7g-3p	0
mdo-let-7g-3p	0
oan-let-7g-3p	0
mml-let-7g-3p	0
tgu-let-7g-3p	0
cgr-let-7g-3p	0
cpi-let-7g-3p	0
ami-let-7g-3p	0
cli-let-7g-3p	0
pbv-let-7g-3p	0
rno-let-7g-3p	0
chi-let-7g-3p	0
oha-let-7g-3p	0
pal-let-7g-3p	0
cpo-let-7g-3p	0
ocu-let-7g-3p	0
mmu-let-7i-3p	0
hsa-let-7i-3p	0
rno-let-7i-3p	0
ssc-let-7i-3p	0
mdo-let-7i-3p	0
mml-let-7i-3p	0
tgu-let-7i-3p	0
aca-let-7i-3p	0
cgr-let-7i	0
aja-let-7i	0
cpi-let-7i-3p	0
ami-let-7i-3p	0
cli-let-7i-3p	0
pbv-let-7i-3p	0
chi-let-7i-3p	0
oha-let-7i-3p	0
pal-let-7i-3p	0
xla-let-7i-3p	0
cpo-let-7i-3p	0
dno-let-7i-3p	0
ocu-let-7i-3p	0
gmo-miR-1-2-5p	0
mmu-miR-1a-2-5p	0
gga-miR-1a-2-5p	0
mdo-miR-1-1-5p	0
oan-miR-1a-5p	0
mml-miR-1-2-5p	0
tgu-miR-1-2-5p	0
aca-miR-1a-1-5p	0
ssa-miR-1-5p	0
cpi-miR-1a-2-5p	0
ami-miR-1a-2-5p	0
cli-miR-1a-2-5p	0
pbv-miR-1a-2-5p	0
oha-miR-1a-5p	0
pal-miR-1-5p	0
xla-miR-1a-5p	0
cpo-miR-1a-5p	0
dno-miR-1-2-5p	0
ocu-miR-1-5p	0
mmu-miR-100-3p	0
rno-miR-100-3p	0
mml-miR-100-3p	0
mdo-miR-100-3p	0
oan-miR-100-3p	0
cgr-miR-100-3p	0
ssa-miR-100a-2-3p	0
chi-miR-100-3p	0
pal-miR-100-3p	0
bta-miR-10020	0
hsa-miR-101-5p	0
mmu-miR-101a-5p	0
rno-miR-101a-5p	0
mml-miR-101-1-5p	0
mdo-miR-101-1-5p	0
gga-miR-101-2-5p	0
tgu-miR-101-2-5p	0
ola-miR-101a-5p	0
cpi-miR-101-5p	0
ami-miR-101-5p	0
cli-miR-101-5p	0
chi-miR-101-5p	0
pal-miR-101-2-5p	0
cgr-miR-101a	0
gmo-miR-101a-5p	0
cpo-miR-101-5p	0
dno-miR-101-5p	0
ocu-miR-101-5p	0
rno-miR-101b-5p	0
mmu-miR-101b-5p	0
hsa-miR-101-2-5p	0
mdo-miR-101-2-5p	0
mml-miR-101-2-5p	0
cgr-miR-101b-5p	0
pal-miR-101-5p	0
cpo-miR-101-2-5p	0
dno-miR-101-2-5p	0
ocu-miR-101-2-5p	0
bta-miR-10161-5p	0
bta-miR-10162-5p	0
bta-miR-10163-3p	0
bta-miR-10164-3p	0
bta-miR-10165-5p	0
bta-miR-10166-5p	0
bta-miR-10167-3p	0
bta-miR-10168-5p	0
bta-miR-10169-3p	0
bta-miR-10170-5p	0
bta-miR-10171-3p	0
bta-miR-10172-5p	0
bta-miR-10172-3p	0
bta-miR-10173-5p	0
bta-miR-10175-5p	0
bta-miR-10175-3p	0
bta-miR-10176-5p	0
bta-miR-10177-5p	0
bta-miR-10178-5p	0
bta-miR-10179-5p	0
bta-miR-10180-3p	0
bta-miR-10181-5p	0
bta-miR-10182-5p	0
bta-miR-10182-3p	0
bta-miR-10183-5p	0
bta-miR-10184-3p	0
bta-miR-10185-5p	0
bta-miR-10225a	0
bta-miR-10225b	0
hsa-miR-103a-1-5p	0
mmu-miR-103-1-5p	0
rno-miR-103-1-5p	0
gga-miR-103-1-5p	0
mml-miR-103-5p	0
mdo-miR-103-1-5p	0
oan-miR-103-1-5p	0
oha-miR-103a-5p	0
pal-miR-103a-5p	0
xla-miR-103a-5p	0
cpo-miR-103-5p	0
dno-miR-103a-5p	0
ocu-miR-103a-5p	0
hsa-miR-103a-2-5p	0
mmu-miR-103-2-5p	0
rno-miR-103-2-5p	0
gga-miR-103-2-5p	0
mdo-miR-103-2-5p	0
oan-miR-103-2-5p	0
tgu-miR-103-5p	0
aca-miR-103-5p	0
cgr-miR-103-5p	0
cpi-miR-103-5p	0
ami-miR-107-5p	0
cli-miR-103-5p	0
chi-miR-103-5p	0
oha-miR-103b-5p	0
pal-miR-103b-5p	0
cpo-miR-103-2-5p	0
dno-miR-103a-2-5p	0
ocu-miR-103a-2-5p	0
hsa-miR-105-5p	0
hsa-miR-105-3p	0
ssc-miR-105-1	0
ppy-miR-105	0
ggo-miR-105	0
ppa-miR-105	0
ptr-miR-105	0
mml-miR-105-5p	0
mml-miR-105-3p	0
sla-miR-105	0
lla-miR-105	0
mne-miR-105	0
bta-miR-105a	0
cfa-miR-105a	0
eca-miR-105	0
chi-miR-105a	0
chi-miR-105b-3p	0
cja-miR-105	0
cpo-miR-105-5p	0
cpo-miR-105-3p	0
ocu-miR-105a-5p	0
ocu-miR-105a-2-3p	0
ssc-miR-105-2	0
bta-miR-105b	0
cfa-miR-105b	0
chi-miR-105b-5p	0
mml-miR-106a-3p	0
chi-miR-106a-3p	0
pal-miR-106a-3p	0
cpo-miR-106a-3p	0
dno-miR-106a-3p	0
mmu-miR-107-5p	0
rno-miR-107-5p	0
gga-miR-107-5p	0
mml-miR-107-5p	0
oan-miR-107-5p	0
aca-miR-107-5p	0
ssa-miR-107-5p	0
cli-miR-107-5p	0
pbv-miR-107-5p	0
oha-miR-107-5p	0
pal-miR-107a-5p	0
xla-miR-107-5p	0
cpo-miR-107-5p	0
dno-miR-107-5p	0
ocu-miR-107-5p	0
hsa-miR-10a-3p	0
mmu-miR-10a-3p	0
rno-miR-10a-3p	0
mdo-miR-10a-3p	0
oan-miR-10a-3p	0
gga-miR-10a-3p	0
mml-miR-10a-3p	0
ssc-miR-10a-3p	0
cgr-miR-10a-3p	0
cpi-miR-10a-3p	0
ami-miR-10a-3p	0
cli-miR-10a-3p	0
chi-miR-10a-3p	0
pal-miR-10a-3p	0
cpo-miR-10a-3p	0
dno-miR-10a-3p	0
ocu-miR-10a-3p	0
mmu-miR-10b-3p	0
hsa-miR-10b-3p	0
rno-miR-10b-3p	0
gga-miR-10b-3p	0
mdo-miR-10b-3p	0
oan-miR-10b-3p	0
mml-miR-10b-3p	0
tgu-miR-10a-3p	0
aca-miR-10b-3p	0
cgr-miR-10b-3p	0
efu-miR-10	0
cpi-miR-10b-3p	0
ami-miR-10b-3p	0
cli-miR-10b-3p	0
pbv-miR-10b-3p	0
chi-miR-10b-3p	0
oha-miR-10c-3p	0
pal-miR-10b-3p	0
cpo-miR-10b-3p	0
dno-miR-10b-3p	0
ocu-miR-10b-3p	0
hsa-miR-1179	0
ptr-miR-1179	0
bta-miR-1179	0
eca-miR-1179	0
ggo-miR-1179	0
mml-miR-1179	0
hsa-miR-1185-5p	0
ptr-miR-1185	0
bta-miR-1185	0
eca-miR-1185	0
ppy-miR-1185	0
oar-miR-1185-5p	0
oar-miR-1185-3p	0
ggo-miR-1185	0
mml-miR-1185-5p	0
chi-miR-1185-5p	0
chi-miR-1185-3p	0
pal-miR-1185-5p	0
cpo-miR-1185-5p	0
bta-miR-1193	0
eca-miR-1193	0
oar-miR-1193-3p	0
cja-miR-1193	0
mmu-miR-1197-5p	0
mmu-miR-1197-3p	0
hsa-miR-1197	0
ptr-miR-1197	0
bta-miR-1197	0
eca-miR-1197	0
ppy-miR-1197	0
oar-miR-1197-3p	0
ggo-miR-1197	0
chi-miR-1197-3p	0
cpo-miR-1197-5p	0
cpo-miR-1197-3p	0
dno-miR-1197-5p	0
dno-miR-1197-3p	0
ocu-miR-1197-5p	0
ocu-miR-1197-3p	0
bta-miR-11971	0
bta-miR-11972	0
bta-miR-11973	0
bta-miR-11974	0
bta-miR-11975	0
bta-miR-11975	0
bta-miR-11976	0
bta-miR-11975	0
bta-miR-11976	0
bta-miR-11977	0
bta-miR-11978	0
bta-miR-11979	0
bta-miR-11981	0
bta-miR-11982	0
bta-miR-11983	0
bta-miR-11984	0
bta-miR-11985	0
bta-miR-11986	0
bta-miR-11986b	0
bta-miR-11986c	0
bta-miR-11988	0
bta-miR-11989	0
bta-miR-11990	0
bta-miR-11991	0
bta-miR-11992	0
bta-miR-11993	0
bta-miR-11994	0
bta-miR-11996	0
bta-miR-11997	0
bta-miR-11999	0
bta-miR-12000	0
bta-miR-12001	0
bta-miR-12002a	0
bta-miR-12002b	0
bta-miR-12003	0
bta-miR-12004	0
bta-miR-12005	0
bta-miR-12005	0
bta-miR-12006	0
bta-miR-12007	0
bta-miR-12008	0
bta-miR-12009	0
bta-miR-12010	0
bta-miR-12011	0
bta-miR-12012	0
bta-miR-12013	0
bta-miR-12014	0
bta-miR-12015	0
bta-miR-12016	0
bta-miR-12017	0
bta-miR-12018	0
bta-miR-12019	0
bta-miR-12020	0
bta-miR-12021	0
bta-miR-12022	0
bta-miR-12023	0
bta-miR-12024	0
bta-miR-12025	0
bta-miR-12026	0
bta-miR-12026	0
bta-miR-12027	0
bta-miR-12028	0
bta-miR-12029	0
bta-miR-12031	0
bta-miR-12032	0
bta-miR-12033	0
bta-miR-12034	0
bta-miR-12035	0
bta-miR-12036	0
bta-miR-12037	0
bta-miR-12038	0
bta-miR-12039	0
bta-miR-12040	0
bta-miR-12041	0
bta-miR-12042	0
bta-miR-12043	0
bta-miR-12044	0
bta-miR-12045	0
bta-miR-12046	0
bta-miR-12047	0
bta-miR-12048	0
bta-miR-12049	0
bta-miR-12050	0
bta-miR-12051	0
bta-miR-12052	0
bta-miR-12053	0
bta-miR-12054	0
bta-miR-12055	0
bta-miR-12056	0
bta-miR-12057	0
bta-miR-12058	0
bta-miR-12059	0
bta-miR-12060	0
bta-miR-12061	0
bta-miR-12062	0
bta-miR-12063	0
bta-miR-12064	0
mmu-miR-122-3p	0
hsa-miR-122-3p	0
gga-miR-122-3p	0
ssc-miR-122-3p	0
mdo-miR-122-3p	0
oan-miR-122-3p	0
mml-miR-122a-3p	0
tgu-miR-122-3p	0
aca-miR-122-3p	0
ola-miR-122	0
ssa-miR-122-2-3p	0
cpi-miR-122-3p	0
ami-miR-122-3p	0
cli-miR-122-3p	0
pbv-miR-122-3p	0
oha-miR-122-3p	0
pal-miR-122-3p	0
gmo-miR-122-3p	0
cpo-miR-122-3p	0
dno-miR-122-3p	0
ocu-miR-122-3p	0
hsa-miR-1224-5p	0
hsa-miR-1224-3p	0
ptr-miR-1224-5p	0
ptr-miR-1224-3p	0
mml-miR-1224-5p	0
mml-miR-1224-3p	0
bta-miR-1224	0
ppy-miR-1224-5p	0
ppy-miR-1224-3p	0
chi-miR-1224	0
pal-miR-1224-5p	0
bta-miR-1225-3p	0
bta-miR-1247-5p	0
bta-miR-1247-3p	0
hsa-miR-1248	0
ptr-miR-1248	0
bta-miR-1248	0
ppy-miR-1248	0
chi-miR-1248-5p	0
hsa-miR-1248	0
ptr-miR-1248	0
bta-miR-1248	0
ppy-miR-1248	0
chi-miR-1248-5p	0
mmu-miR-1249-3p	0
hsa-miR-1249-3p	0
ptr-miR-1249	0
bta-miR-1249	0
ppy-miR-1249	0
rno-miR-1249	0
ggo-miR-1249	0
mml-miR-1249	0
ssc-miR-1249	0
cfa-miR-1249	0
eca-miR-1249	0
efu-miR-1249	0
chi-miR-1249	0
cja-miR-1249	0
pal-miR-1249-3p	0
cgr-miR-1249	0
dno-miR-1249-3p	0
ocu-miR-1249-3p	0
mmu-miR-124-5p	0
mmu-miR-124-3p	0
cel-miR-124-3p	0
dme-miR-124-3p	0
hsa-miR-124-5p	0
hsa-miR-124-3p	0
cbr-miR-124a	0
rno-miR-124-5p	0
rno-miR-124-3p	0
gga-miR-124a-5p	0
gga-miR-124a-3p	0
dps-miR-124	0
ame-miR-124-3p	0
aga-miR-124	0
dre-miR-124-3p	0
dre-miR-124-5p	0
ssc-miR-124a	0
ggo-miR-124a	0
age-miR-124a	0
ppa-miR-124a	0
ppy-miR-124a	0
ptr-miR-124a	0
mml-miR-124a-5p	0
mml-miR-124a-3p	0
lla-miR-124a	0
fru-miR-124	0
tni-miR-124	0
xtr-miR-124	0
bmo-miR-124	0
bta-miR-124a	0
sme-miR-124c-3p	0
mdo-miR-124a-5p	0
mdo-miR-124a-3p	0
oan-miR-124a-5p	0
oan-miR-124a-1-3p	0
cin-miR-124-3p	0
csa-miR-124	0
cfa-miR-124	0
tca-miR-124-3p	0
dan-miR-124	0
der-miR-124	0
dgr-miR-124	0
dmo-miR-124	0
dpe-miR-124	0
dse-miR-124	0
dsi-miR-124	0
dvi-miR-124-3p	0
dwi-miR-124	0
dya-miR-124	0
bta-miR-124b	0
bfl-miR-124-3p	0
cte-miR-124	0
lgi-miR-124	0
sko-miR-124-3p	0
spu-miR-124	0
crm-miR-124a	0
ppc-miR-124	0
dpu-miR-124	0
isc-miR-124	0
eca-miR-124	0
bma-miR-124	0
aae-miR-124	0
cqu-miR-124	0
tgu-miR-124-5p	0
tgu-miR-124-3p	0
api-miR-124	0
nvi-miR-124	0
ppy-miR-124	0
pma-miR-124-5p	0
pma-miR-124-3p	0
xbo-miR-124	0
egr-miR-124a-3p	0
emu-miR-124a-3p	0
asu-miR-124-3p	0
aca-miR-124a	0
tur-miR-124-3p	0
ola-miR-124-5p	0
ola-miR-124-3p	0
hco-miR-124	0
cgr-miR-124	0
mse-miR-124	0
hme-miR-124	0
pol-miR-124-5p	0
pol-miR-124-3p	0
ipu-miR-124a	0
cbn-miR-124	0
pmi-miR-124-3p	0
lva-miR-124-3p	0
bbe-miR-124-3p	0
str-miR-124-3p	0
efu-miR-124	0
cpi-miR-124-5p	0
cpi-miR-124-3p	0
ami-miR-124-5p	0
ami-miR-124-3p	0
cli-miR-124-5p	0
cli-miR-124-3p	0
cli-miR-124-2-5p	0
pbv-miR-124b-5p	0
pbv-miR-124a-5p	0
pbv-miR-124a-3p	0
chi-miR-124a	0
oha-miR-124	0
oha-miR-124-5p	0
oha-miR-124-3p	0
cja-miR-124	0
pal-miR-124-5p	0
pal-miR-124-3p	0
hpo-miR-124-3p	0
tcf-miR-124-3p	0
abu-miR-124	0
mze-miR-124	0
nbr-miR-124	0
oni-miR-124a	0
pny-miR-124	0
gmo-miR-124-3-5p	0
gmo-miR-124-3p	0
gmo-miR-124-5p	0
bdo-miR-124	0
dqu-miR-124-3p	0
pca-miR-124-3p	0
xla-miR-124-3p	0
xla-miR-124-5p	0
cpo-miR-124-5p	0
cpo-miR-124-3p	0
dno-miR-124-5p	0
dno-miR-124-3p	0
ocu-miR-124-5p	0
ocu-miR-124-3p	0
mle-miR-124-3p	0
mmu-miR-124-5p	0
mmu-miR-124-3p	0
cel-miR-124-3p	0
dme-miR-124-3p	0
hsa-miR-124-5p	0
hsa-miR-124-3p	0
cbr-miR-124a	0
rno-miR-124-5p	0
rno-miR-124-3p	0
gga-miR-124a-5p	0
gga-miR-124a-3p	0
dps-miR-124	0
ame-miR-124-3p	0
aga-miR-124	0
dre-miR-124-3p	0
dre-miR-124-5p	0
ssc-miR-124a	0
ggo-miR-124a	0
age-miR-124a	0
ppa-miR-124a	0
ppy-miR-124a	0
ptr-miR-124a	0
mml-miR-124a-5p	0
mml-miR-124a-3p	0
lla-miR-124a	0
fru-miR-124	0
tni-miR-124	0
xtr-miR-124	0
bmo-miR-124	0
bta-miR-124a	0
sme-miR-124c-3p	0
mdo-miR-124a-5p	0
mdo-miR-124a-3p	0
oan-miR-124a-5p	0
oan-miR-124a-1-3p	0
cin-miR-124-3p	0
csa-miR-124	0
cfa-miR-124	0
tca-miR-124-3p	0
dan-miR-124	0
der-miR-124	0
dgr-miR-124	0
dmo-miR-124	0
dpe-miR-124	0
dse-miR-124	0
dsi-miR-124	0
dvi-miR-124-3p	0
dwi-miR-124	0
dya-miR-124	0
bta-miR-124b	0
bfl-miR-124-3p	0
cte-miR-124	0
lgi-miR-124	0
sko-miR-124-3p	0
spu-miR-124	0
crm-miR-124a	0
ppc-miR-124	0
dpu-miR-124	0
isc-miR-124	0
eca-miR-124	0
bma-miR-124	0
aae-miR-124	0
cqu-miR-124	0
tgu-miR-124-5p	0
tgu-miR-124-3p	0
api-miR-124	0
nvi-miR-124	0
ppy-miR-124	0
pma-miR-124-5p	0
pma-miR-124-3p	0
xbo-miR-124	0
egr-miR-124a-3p	0
emu-miR-124a-3p	0
asu-miR-124-3p	0
aca-miR-124a	0
tur-miR-124-3p	0
ola-miR-124-5p	0
ola-miR-124-3p	0
hco-miR-124	0
cgr-miR-124	0
mse-miR-124	0
hme-miR-124	0
pol-miR-124-5p	0
pol-miR-124-3p	0
ipu-miR-124a	0
cbn-miR-124	0
pmi-miR-124-3p	0
lva-miR-124-3p	0
bbe-miR-124-3p	0
str-miR-124-3p	0
efu-miR-124	0
cpi-miR-124-5p	0
cpi-miR-124-3p	0
ami-miR-124-5p	0
ami-miR-124-3p	0
cli-miR-124-5p	0
cli-miR-124-3p	0
cli-miR-124-2-5p	0
pbv-miR-124b-5p	0
pbv-miR-124a-5p	0
pbv-miR-124a-3p	0
chi-miR-124a	0
oha-miR-124	0
oha-miR-124-5p	0
oha-miR-124-3p	0
cja-miR-124	0
pal-miR-124-5p	0
pal-miR-124-3p	0
hpo-miR-124-3p	0
tcf-miR-124-3p	0
abu-miR-124	0
mze-miR-124	0
nbr-miR-124	0
oni-miR-124a	0
pny-miR-124	0
gmo-miR-124-3-5p	0
gmo-miR-124-3p	0
gmo-miR-124-5p	0
bdo-miR-124	0
dqu-miR-124-3p	0
pca-miR-124-3p	0
xla-miR-124-3p	0
xla-miR-124-5p	0
cpo-miR-124-5p	0
cpo-miR-124-3p	0
dno-miR-124-5p	0
dno-miR-124-3p	0
ocu-miR-124-5p	0
ocu-miR-124-3p	0
mle-miR-124-3p	0
mmu-miR-124-5p	0
mmu-miR-124-3p	0
cel-miR-124-3p	0
dme-miR-124-3p	0
hsa-miR-124-5p	0
hsa-miR-124-3p	0
cbr-miR-124a	0
rno-miR-124-5p	0
rno-miR-124-3p	0
gga-miR-124a-5p	0
gga-miR-124a-3p	0
dps-miR-124	0
ame-miR-124-3p	0
aga-miR-124	0
dre-miR-124-3p	0
dre-miR-124-5p	0
ssc-miR-124a	0
ggo-miR-124a	0
age-miR-124a	0
ppa-miR-124a	0
ppy-miR-124a	0
ptr-miR-124a	0
mml-miR-124a-5p	0
mml-miR-124a-3p	0
lla-miR-124a	0
fru-miR-124	0
tni-miR-124	0
xtr-miR-124	0
bmo-miR-124	0
bta-miR-124a	0
sme-miR-124c-3p	0
mdo-miR-124a-5p	0
mdo-miR-124a-3p	0
oan-miR-124a-5p	0
oan-miR-124a-1-3p	0
cin-miR-124-3p	0
csa-miR-124	0
cfa-miR-124	0
tca-miR-124-3p	0
dan-miR-124	0
der-miR-124	0
dgr-miR-124	0
dmo-miR-124	0
dpe-miR-124	0
dse-miR-124	0
dsi-miR-124	0
dvi-miR-124-3p	0
dwi-miR-124	0
dya-miR-124	0
bta-miR-124b	0
bfl-miR-124-3p	0
cte-miR-124	0
lgi-miR-124	0
sko-miR-124-3p	0
spu-miR-124	0
crm-miR-124a	0
ppc-miR-124	0
dpu-miR-124	0
isc-miR-124	0
eca-miR-124	0
bma-miR-124	0
aae-miR-124	0
cqu-miR-124	0
tgu-miR-124-5p	0
tgu-miR-124-3p	0
api-miR-124	0
nvi-miR-124	0
ppy-miR-124	0
pma-miR-124-5p	0
pma-miR-124-3p	0
xbo-miR-124	0
egr-miR-124a-3p	0
emu-miR-124a-3p	0
asu-miR-124-3p	0
aca-miR-124a	0
tur-miR-124-3p	0
ola-miR-124-5p	0
ola-miR-124-3p	0
hco-miR-124	0
cgr-miR-124	0
mse-miR-124	0
hme-miR-124	0
pol-miR-124-5p	0
pol-miR-124-3p	0
ipu-miR-124a	0
cbn-miR-124	0
pmi-miR-124-3p	0
lva-miR-124-3p	0
bbe-miR-124-3p	0
str-miR-124-3p	0
efu-miR-124	0
cpi-miR-124-5p	0
cpi-miR-124-3p	0
ami-miR-124-5p	0
ami-miR-124-3p	0
cli-miR-124-5p	0
cli-miR-124-3p	0
cli-miR-124-2-5p	0
pbv-miR-124b-5p	0
pbv-miR-124a-5p	0
pbv-miR-124a-3p	0
chi-miR-124a	0
oha-miR-124	0
oha-miR-124-5p	0
oha-miR-124-3p	0
cja-miR-124	0
pal-miR-124-5p	0
pal-miR-124-3p	0
hpo-miR-124-3p	0
tcf-miR-124-3p	0
abu-miR-124	0
mze-miR-124	0
nbr-miR-124	0
oni-miR-124a	0
pny-miR-124	0
gmo-miR-124-3-5p	0
gmo-miR-124-3p	0
gmo-miR-124-5p	0
bdo-miR-124	0
dqu-miR-124-3p	0
pca-miR-124-3p	0
xla-miR-124-3p	0
xla-miR-124-5p	0
cpo-miR-124-5p	0
cpo-miR-124-3p	0
dno-miR-124-5p	0
dno-miR-124-3p	0
ocu-miR-124-5p	0
ocu-miR-124-3p	0
mle-miR-124-3p	0
hsa-miR-1251-5p	0
hsa-miR-1251-3p	0
ptr-miR-1251	0
bta-miR-1251	0
mmu-miR-1251-5p	0
mmu-miR-1251-3p	0
ppy-miR-1251	0
mml-miR-1251-5p	0
mml-miR-1251-3p	0
cja-miR-1251	0
cpo-miR-1251-5p	0
cpo-miR-1251-3p	0
dno-miR-1251-5p	0
dno-miR-1251-3p	0
ocu-miR-1251-5p	0
ocu-miR-1251-3p	0
bta-miR-1256	0
mmu-miR-125a-5p	0
mmu-miR-125a-3p	0
hsa-miR-125a-5p	0
hsa-miR-125a-3p	0
rno-miR-125a-5p	0
rno-miR-125a-3p	0
bta-miR-125a	0
mml-miR-125a-5p	0
mml-miR-125a-3p	0
cfa-miR-125a	0
ptr-miR-125a	0
eca-miR-125a-5p	0
eca-miR-125a-3p	0
ssc-miR-125a	0
ppy-miR-125a-5p	0
ppy-miR-125a-3p	0
cgr-miR-125a-5p	0
cgr-miR-125a-3p	0
ggo-miR-125a	0
chi-miR-125a-5p	0
chi-miR-125a-3p	0
tch-miR-125a-5p	0
pal-miR-125a-5p	0
pal-miR-125a-3p	0
cpo-miR-125a-5p	0
cpo-miR-125a-3p	0
ppa-miR-125a	0
dma-miR-125a	0
cja-miR-125a	0
nle-miR-125a	0
sbo-miR-125a	0
pha-miR-125a	0
oga-miR-125a	0
hsa-miR-125b-1-3p	0
mmu-miR-125b-1-3p	0
rno-miR-125b-1-3p	0
mml-miR-125b-1-3p	0
mdo-miR-125b-2-3p	0
tgu-miR-125-2-3p	0
efu-miR-125a	0
cpi-miR-125b-3p	0
ami-miR-125b-3p	0
cli-miR-125-3p	0
oha-miR-125b-3p	0
pal-miR-125b-3p	0
cgr-miR-125b	0
gmo-miR-125b-3p	0
xla-miR-125b-3p	0
cpo-miR-125b-3p	0
dno-miR-125b-3p	0
ocu-miR-125b-3p	0
hsa-miR-125b-2-3p	0
rno-miR-125b-2-3p	0
gga-miR-125b-3p	0
mml-miR-125b-2-3p	0
tgu-miR-125-1-3p	0
cgr-miR-125b-3p	0
cpi-miR-125b-2-3p	0
ami-miR-125b-2-3p	0
cli-miR-125-2-3p	0
pbv-miR-125b-3p	0
chi-miR-125b-3p	0
pal-miR-125b-2-3p	0
cpo-miR-125b-2-3p	0
dno-miR-125b-2-3p	0
ocu-miR-125b-2-3p	0
mmu-miR-126a-5p	0
mmu-miR-126a-3p	0
hsa-miR-126-5p	0
hsa-miR-126-3p	0
rno-miR-126a-5p	0
rno-miR-126a-3p	0
gga-miR-126-5p	0
gga-miR-126-3p	0
dre-miR-126a-5p	0
dre-miR-126a-3p	0
fru-miR-126	0
tni-miR-126	0
bta-miR-126-5p	0
bta-miR-126-3p	0
xtr-miR-126-5p	0
xtr-miR-126-3p	0
oan-miR-126-5p	0
oan-miR-126-3p	0
mml-miR-126	0
cfa-miR-126	0
ptr-miR-126	0
dre-miR-126b-5p	0
mdo-miR-126-5p	0
mdo-miR-126-3p	0
eca-miR-126-5p	0
eca-miR-126-3p	0
tgu-miR-126-5p	0
tgu-miR-126-3p	0
ppy-miR-126	0
ssc-miR-126-5p	0
ssc-miR-126-3p	0
aca-miR-126-5p	0
aca-miR-126-3p	0
ola-miR-126-5p	0
ola-miR-126-3p	0
sha-miR-126	0
cgr-miR-126a	0
ccr-miR-126-5p	0
ccr-miR-126-3p	0
ipu-miR-126b	0
ssa-miR-126-5p	0
efu-miR-126	0
cpi-miR-126-5p	0
cpi-miR-126-3p	0
ami-miR-126-5p	0
ami-miR-126-3p	0
cli-miR-126-5p	0
cli-miR-126-3p	0
pbv-miR-126-5p	0
pbv-miR-126-3p	0
chi-miR-126-5p	0
chi-miR-126-3p	0
cja-miR-126	0
pal-miR-126-5p	0
pal-miR-126-3p	0
